Output Areas Code,Output Areas,Distance travelled to work (11 categories) Code,Distance travelled to work (11 categories),Observation
E00056848,E00056848,7,40km to less than 60km,0
E00056848,E00056848,8,60km and over,0
E00056848,E00056848,9,Works mainly from home,16
E00056848,E00056848,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",18
E00056849,E00056849,-8,Does not apply,207
E00056849,E00056849,1,Less than 2km,19
E00056849,E00056849,2,2km to less than 5km,20
E00056849,E00056849,3,5km to less than 10km,10
E00056849,E00056849,4,10km to less than 20km,5
E00056849,E00056849,5,20km to less than 30km,0
E00056849,E00056849,6,30km to less than 40km,0
E00056849,E00056849,7,40km to less than 60km,0
E00056849,E00056849,8,60km and over,0
E00056849,E00056849,9,Works mainly from home,15
E00056849,E00056849,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",18
E00056850,E00056850,-8,Does not apply,195
E00056850,E00056850,1,Less than 2km,12
E00056850,E00056850,2,2km to less than 5km,47
E00056850,E00056850,3,5km to less than 10km,21
E00056850,E00056850,4,10km to less than 20km,12
E00056850,E00056850,5,20km to less than 30km,2
E00056850,E00056850,6,30km to less than 40km,4
E00056850,E00056850,7,40km to less than 60km,1
E00056850,E00056850,8,60km and over,0
E00056850,E00056850,9,Works mainly from home,19
E00056850,E00056850,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",20
E00056851,E00056851,-8,Does not apply,152
E00056851,E00056851,1,Less than 2km,6
E00056851,E00056851,2,2km to less than 5km,40
E00056851,E00056851,3,5km to less than 10km,22
E00056851,E00056851,4,10km to less than 20km,8
E00056851,E00056851,5,20km to less than 30km,4
E00056851,E00056851,6,30km to less than 40km,0
E00056851,E00056851,7,40km to less than 60km,0
E00056851,E00056851,8,60km and over,0
E00056851,E00056851,9,Works mainly from home,83
E00056851,E00056851,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",11
E00056852,E00056852,-8,Does not apply,279
E00056852,E00056852,1,Less than 2km,22
E00056852,E00056852,2,2km to less than 5km,63
E00056852,E00056852,3,5km to less than 10km,37
E00056852,E00056852,4,10km to less than 20km,13
E00056852,E00056852,5,20km to less than 30km,6
E00056852,E00056852,6,30km to less than 40km,2
E00056852,E00056852,7,40km to less than 60km,3
E00056852,E00056852,8,60km and over,3
E00056852,E00056852,9,Works mainly from home,72
E00056852,E00056852,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",28
E00056853,E00056853,-8,Does not apply,157
E00056853,E00056853,1,Less than 2km,15
E00056853,E00056853,2,2km to less than 5km,42
E00056853,E00056853,3,5km to less than 10km,36
E00056853,E00056853,4,10km to less than 20km,7
E00056853,E00056853,5,20km to less than 30km,4
E00056853,E00056853,6,30km to less than 40km,1
E00056853,E00056853,7,40km to less than 60km,2
E00056853,E00056853,8,60km and over,3
E00056853,E00056853,9,Works mainly from home,36
E00056853,E00056853,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",25
E00056854,E00056854,-8,Does not apply,144
E00056854,E00056854,1,Less than 2km,15
E00056854,E00056854,2,2km to less than 5km,24
E00056854,E00056854,3,5km to less than 10km,27
E00056854,E00056854,4,10km to less than 20km,8
E00056854,E00056854,5,20km to less than 30km,4
E00056854,E00056854,6,30km to less than 40km,1
E00056854,E00056854,7,40km to less than 60km,0
E00056854,E00056854,8,60km and over,4
E00056854,E00056854,9,Works mainly from home,34
E00056854,E00056854,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",30
E00056855,E00056855,-8,Does not apply,177
E00056855,E00056855,1,Less than 2km,9
E00056855,E00056855,2,2km to less than 5km,19
E00056855,E00056855,3,5km to less than 10km,15
E00056855,E00056855,4,10km to less than 20km,10
E00056855,E00056855,5,20km to less than 30km,2
E00056855,E00056855,6,30km to less than 40km,1
E00056855,E00056855,7,40km to less than 60km,2
E00056855,E00056855,8,60km and over,1
E00056855,E00056855,9,Works mainly from home,21
E00056855,E00056855,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",16
E00056856,E00056856,-8,Does not apply,113
E00056856,E00056856,1,Less than 2km,14
E00056856,E00056856,2,2km to less than 5km,37
E00056856,E00056856,3,5km to less than 10km,36
E00056856,E00056856,4,10km to less than 20km,7
E00056856,E00056856,5,20km to less than 30km,4
E00056856,E00056856,6,30km to less than 40km,0
E00056856,E00056856,7,40km to less than 60km,0
E00056856,E00056856,8,60km and over,2
E00056856,E00056856,9,Works mainly from home,36
E00056856,E00056856,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",17
E00056858,E00056858,-8,Does not apply,101
E00056858,E00056858,1,Less than 2km,18
E00056858,E00056858,2,2km to less than 5km,50
E00056858,E00056858,3,5km to less than 10km,29
E00056858,E00056858,4,10km to less than 20km,7
E00056858,E00056858,5,20km to less than 30km,4
E00056858,E00056858,6,30km to less than 40km,0
E00056858,E00056858,7,40km to less than 60km,0
E00056858,E00056858,8,60km and over,13
E00056858,E00056858,9,Works mainly from home,44
E00056858,E00056858,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",18
E00056859,E00056859,-8,Does not apply,236
E00056859,E00056859,1,Less than 2km,9
E00056859,E00056859,2,2km to less than 5km,18
E00056859,E00056859,3,5km to less than 10km,32
E00056859,E00056859,4,10km to less than 20km,3
E00056859,E00056859,5,20km to less than 30km,3
E00056859,E00056859,6,30km to less than 40km,1
E00056859,E00056859,7,40km to less than 60km,0
E00056859,E00056859,8,60km and over,0
E00056859,E00056859,9,Works mainly from home,8
E00056859,E00056859,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",15
E00056861,E00056861,-8,Does not apply,124
E00056861,E00056861,1,Less than 2km,18
E00056861,E00056861,2,2km to less than 5km,33
E00056861,E00056861,3,5km to less than 10km,28
E00056861,E00056861,4,10km to less than 20km,12
E00056861,E00056861,5,20km to less than 30km,1
E00056861,E00056861,6,30km to less than 40km,0
E00056861,E00056861,7,40km to less than 60km,1
E00056861,E00056861,8,60km and over,1
E00056861,E00056861,9,Works mainly from home,30
E00056861,E00056861,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",19
E00056862,E00056862,-8,Does not apply,213
E00056862,E00056862,1,Less than 2km,18
E00056862,E00056862,2,2km to less than 5km,50
E00056862,E00056862,3,5km to less than 10km,55
E00056862,E00056862,4,10km to less than 20km,15
E00056862,E00056862,5,20km to less than 30km,2
E00056862,E00056862,6,30km to less than 40km,0
E00056862,E00056862,7,40km to less than 60km,0
E00056862,E00056862,8,60km and over,8
E00056862,E00056862,9,Works mainly from home,71
E00056862,E00056862,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",20
E00056863,E00056863,-8,Does not apply,181
E00056863,E00056863,1,Less than 2km,34
E00056863,E00056863,2,2km to less than 5km,28
E00056863,E00056863,3,5km to less than 10km,34
E00056863,E00056863,4,10km to less than 20km,20
E00056863,E00056863,5,20km to less than 30km,0
E00056863,E00056863,6,30km to less than 40km,0
E00056863,E00056863,7,40km to less than 60km,0
E00056863,E00056863,8,60km and over,0
E00056863,E00056863,9,Works mainly from home,55
E00056863,E00056863,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",25
E00056864,E00056864,-8,Does not apply,150
E00056864,E00056864,1,Less than 2km,17
E00056864,E00056864,2,2km to less than 5km,34
E00056864,E00056864,3,5km to less than 10km,21
E00056864,E00056864,4,10km to less than 20km,7
E00056864,E00056864,5,20km to less than 30km,4
E00056864,E00056864,6,30km to less than 40km,1
E00056864,E00056864,7,40km to less than 60km,0
E00056864,E00056864,8,60km and over,1
E00056864,E00056864,9,Works mainly from home,61
E00056864,E00056864,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",21
E00056865,E00056865,-8,Does not apply,136
E00056865,E00056865,1,Less than 2km,6
E00056865,E00056865,2,2km to less than 5km,24
E00056865,E00056865,3,5km to less than 10km,31
E00056865,E00056865,4,10km to less than 20km,10
E00056865,E00056865,5,20km to less than 30km,3
E00056865,E00056865,6,30km to less than 40km,1
E00056865,E00056865,7,40km to less than 60km,0
E00056865,E00056865,8,60km and over,2
E00056865,E00056865,9,Works mainly from home,44
E00056865,E00056865,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",19
E00056866,E00056866,-8,Does not apply,139
E00056866,E00056866,1,Less than 2km,6
E00056866,E00056866,2,2km to less than 5km,16
E00056866,E00056866,3,5km to less than 10km,31
E00056866,E00056866,4,10km to less than 20km,7
E00056866,E00056866,5,20km to less than 30km,2
E00056866,E00056866,6,30km to less than 40km,2
E00056866,E00056866,7,40km to less than 60km,0
E00056866,E00056866,8,60km and over,2
E00056866,E00056866,9,Works mainly from home,18
E00056866,E00056866,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",26
E00056867,E00056867,-8,Does not apply,143
E00056867,E00056867,1,Less than 2km,16
E00056867,E00056867,2,2km to less than 5km,30
E00056867,E00056867,3,5km to less than 10km,44
E00056867,E00056867,4,10km to less than 20km,12
E00056867,E00056867,5,20km to less than 30km,2
E00056867,E00056867,6,30km to less than 40km,0
E00056867,E00056867,7,40km to less than 60km,2
E00056867,E00056867,8,60km and over,1
E00056867,E00056867,9,Works mainly from home,42
E00056867,E00056867,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",29
E00056868,E00056868,-8,Does not apply,175
E00056868,E00056868,1,Less than 2km,19
E00056868,E00056868,2,2km to less than 5km,32
E00056868,E00056868,3,5km to less than 10km,27
E00056868,E00056868,4,10km to less than 20km,5
E00056868,E00056868,5,20km to less than 30km,6
E00056868,E00056868,6,30km to less than 40km,0
E00056868,E00056868,7,40km to less than 60km,1
E00056868,E00056868,8,60km and over,2
E00056868,E00056868,9,Works mainly from home,52
E00056868,E00056868,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",21
E00056869,E00056869,-8,Does not apply,154
E00056869,E00056869,1,Less than 2km,11
E00056869,E00056869,2,2km to less than 5km,37
E00056869,E00056869,3,5km to less than 10km,28
E00056869,E00056869,4,10km to less than 20km,10
E00056869,E00056869,5,20km to less than 30km,3
E00056869,E00056869,6,30km to less than 40km,0
E00056869,E00056869,7,40km to less than 60km,0
E00056869,E00056869,8,60km and over,0
E00056869,E00056869,9,Works mainly from home,37
E00056869,E00056869,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",29
E00056871,E00056871,-8,Does not apply,147
E00056871,E00056871,1,Less than 2km,6
E00056871,E00056871,2,2km to less than 5km,7
E00056871,E00056871,3,5km to less than 10km,21
E00056871,E00056871,4,10km to less than 20km,8
E00056871,E00056871,5,20km to less than 30km,4
E00056871,E00056871,6,30km to less than 40km,1
E00056871,E00056871,7,40km to less than 60km,0
E00056871,E00056871,8,60km and over,0
E00056871,E00056871,9,Works mainly from home,18
E00056871,E00056871,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",15
E00056873,E00056873,-8,Does not apply,151
E00056873,E00056873,1,Less than 2km,14
E00056873,E00056873,2,2km to less than 5km,36
E00056873,E00056873,3,5km to less than 10km,48
E00056873,E00056873,4,10km to less than 20km,13
E00056873,E00056873,5,20km to less than 30km,2
E00056873,E00056873,6,30km to less than 40km,1
E00056873,E00056873,7,40km to less than 60km,2
E00056873,E00056873,8,60km and over,0
E00056873,E00056873,9,Works mainly from home,42
E00056873,E00056873,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",25
E00056874,E00056874,-8,Does not apply,229
E00056874,E00056874,1,Less than 2km,27
E00056874,E00056874,2,2km to less than 5km,59
E00056874,E00056874,3,5km to less than 10km,29
E00056874,E00056874,4,10km to less than 20km,18
E00056874,E00056874,5,20km to less than 30km,7
E00056874,E00056874,6,30km to less than 40km,2
E00056874,E00056874,7,40km to less than 60km,0
E00056874,E00056874,8,60km and over,2
E00056874,E00056874,9,Works mainly from home,63
E00056874,E00056874,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",25
E00056875,E00056875,-8,Does not apply,107
E00056875,E00056875,1,Less than 2km,14
E00056875,E00056875,2,2km to less than 5km,37
E00056875,E00056875,3,5km to less than 10km,37
E00056875,E00056875,4,10km to less than 20km,9
E00056875,E00056875,5,20km to less than 30km,2
E00056875,E00056875,6,30km to less than 40km,1
E00056875,E00056875,7,40km to less than 60km,0
E00056875,E00056875,8,60km and over,0
E00056875,E00056875,9,Works mainly from home,29
E00056875,E00056875,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",17
E00056877,E00056877,-8,Does not apply,156
E00056877,E00056877,1,Less than 2km,9
E00056877,E00056877,2,2km to less than 5km,26
E00056877,E00056877,3,5km to less than 10km,9
E00056877,E00056877,4,10km to less than 20km,5
E00056877,E00056877,5,20km to less than 30km,2
E00056877,E00056877,6,30km to less than 40km,3
E00056877,E00056877,7,40km to less than 60km,1
E00056877,E00056877,8,60km and over,1
E00056877,E00056877,9,Works mainly from home,25
E00056877,E00056877,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",15
E00056878,E00056878,-8,Does not apply,157
E00056878,E00056878,1,Less than 2km,15
E00056878,E00056878,2,2km to less than 5km,38
E00056878,E00056878,3,5km to less than 10km,29
E00056878,E00056878,4,10km to less than 20km,16
E00056878,E00056878,5,20km to less than 30km,6
E00056878,E00056878,6,30km to less than 40km,0
E00056878,E00056878,7,40km to less than 60km,1
E00056878,E00056878,8,60km and over,1
E00056878,E00056878,9,Works mainly from home,33
E00056878,E00056878,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",22
E00056879,E00056879,-8,Does not apply,99
E00056879,E00056879,1,Less than 2km,15
E00056879,E00056879,2,2km to less than 5km,46
E00056879,E00056879,3,5km to less than 10km,13
E00056879,E00056879,4,10km to less than 20km,6
E00056879,E00056879,5,20km to less than 30km,2
E00056879,E00056879,6,30km to less than 40km,0
E00056879,E00056879,7,40km to less than 60km,3
E00056879,E00056879,8,60km and over,2
E00056879,E00056879,9,Works mainly from home,45
E00056879,E00056879,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",12
E00056880,E00056880,-8,Does not apply,98
E00056880,E00056880,1,Less than 2km,25
E00056880,E00056880,2,2km to less than 5km,21
E00056880,E00056880,3,5km to less than 10km,23
E00056880,E00056880,4,10km to less than 20km,8
E00056880,E00056880,5,20km to less than 30km,2
E00056880,E00056880,6,30km to less than 40km,1
E00056880,E00056880,7,40km to less than 60km,0
E00056880,E00056880,8,60km and over,2
E00056880,E00056880,9,Works mainly from home,39
E00056880,E00056880,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",10
E00056881,E00056881,-8,Does not apply,154
E00056881,E00056881,1,Less than 2km,12
E00056881,E00056881,2,2km to less than 5km,20
E00056881,E00056881,3,5km to less than 10km,15
E00056881,E00056881,4,10km to less than 20km,4
E00056881,E00056881,5,20km to less than 30km,1
E00056881,E00056881,6,30km to less than 40km,0
E00056881,E00056881,7,40km to less than 60km,1
E00056881,E00056881,8,60km and over,0
E00056881,E00056881,9,Works mainly from home,9
E00056881,E00056881,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",8
E00056882,E00056882,-8,Does not apply,137
E00056882,E00056882,1,Less than 2km,31
E00056882,E00056882,2,2km to less than 5km,101
E00056882,E00056882,3,5km to less than 10km,20
E00056882,E00056882,4,10km to less than 20km,11
E00056882,E00056882,5,20km to less than 30km,7
E00056882,E00056882,6,30km to less than 40km,3
E00056882,E00056882,7,40km to less than 60km,1
E00056882,E00056882,8,60km and over,4
E00056882,E00056882,9,Works mainly from home,95
E00056882,E00056882,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",29
E00056883,E00056883,-8,Does not apply,272
E00056883,E00056883,1,Less than 2km,17
E00056883,E00056883,2,2km to less than 5km,34
E00056883,E00056883,3,5km to less than 10km,16
E00056883,E00056883,4,10km to less than 20km,7
E00056883,E00056883,5,20km to less than 30km,3
E00056883,E00056883,6,30km to less than 40km,2
E00056883,E00056883,7,40km to less than 60km,1
E00056883,E00056883,8,60km and over,1
E00056883,E00056883,9,Works mainly from home,9
E00056883,E00056883,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",27
E00056884,E00056884,-8,Does not apply,150
E00056884,E00056884,1,Less than 2km,13
E00056884,E00056884,2,2km to less than 5km,32
E00056884,E00056884,3,5km to less than 10km,20
E00056884,E00056884,4,10km to less than 20km,12
E00056884,E00056884,5,20km to less than 30km,3
E00056884,E00056884,6,30km to less than 40km,3
E00056884,E00056884,7,40km to less than 60km,4
E00056884,E00056884,8,60km and over,1
E00056884,E00056884,9,Works mainly from home,56
E00056884,E00056884,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",18
E00056885,E00056885,-8,Does not apply,180
E00056885,E00056885,1,Less than 2km,23
E00056885,E00056885,2,2km to less than 5km,40
E00056885,E00056885,3,5km to less than 10km,16
E00056885,E00056885,4,10km to less than 20km,4
E00056885,E00056885,5,20km to less than 30km,3
E00056885,E00056885,6,30km to less than 40km,1
E00056885,E00056885,7,40km to less than 60km,0
E00056885,E00056885,8,60km and over,0
E00056885,E00056885,9,Works mainly from home,25
E00056885,E00056885,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",28
E00056886,E00056886,-8,Does not apply,94
E00056886,E00056886,1,Less than 2km,10
E00056886,E00056886,2,2km to less than 5km,19
E00056886,E00056886,3,5km to less than 10km,9
E00056886,E00056886,4,10km to less than 20km,13
E00056886,E00056886,5,20km to less than 30km,3
E00056886,E00056886,6,30km to less than 40km,7
E00056886,E00056886,7,40km to less than 60km,0
E00056886,E00056886,8,60km and over,0
E00056886,E00056886,9,Works mainly from home,5
E00056886,E00056886,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",14
E00056887,E00056887,-8,Does not apply,151
E00056887,E00056887,1,Less than 2km,17
E00056887,E00056887,2,2km to less than 5km,47
E00056887,E00056887,3,5km to less than 10km,42
E00056887,E00056887,4,10km to less than 20km,14
E00056887,E00056887,5,20km to less than 30km,3
E00056887,E00056887,6,30km to less than 40km,2
E00056887,E00056887,7,40km to less than 60km,0
E00056887,E00056887,8,60km and over,2
E00056887,E00056887,9,Works mainly from home,75
E00056887,E00056887,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",35
E00056888,E00056888,-8,Does not apply,103
E00056888,E00056888,1,Less than 2km,8
E00056888,E00056888,2,2km to less than 5km,17
E00056888,E00056888,3,5km to less than 10km,16
E00056888,E00056888,4,10km to less than 20km,3
E00056888,E00056888,5,20km to less than 30km,0
E00056888,E00056888,6,30km to less than 40km,1
E00056888,E00056888,7,40km to less than 60km,3
E00056888,E00056888,8,60km and over,3
E00056888,E00056888,9,Works mainly from home,17
E00056888,E00056888,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",12
E00056889,E00056889,-8,Does not apply,190
E00056889,E00056889,1,Less than 2km,23
E00056889,E00056889,2,2km to less than 5km,51
E00056889,E00056889,3,5km to less than 10km,24
E00056889,E00056889,4,10km to less than 20km,12
E00056889,E00056889,5,20km to less than 30km,4
E00056889,E00056889,6,30km to less than 40km,1
E00056889,E00056889,7,40km to less than 60km,0
E00056889,E00056889,8,60km and over,1
E00056889,E00056889,9,Works mainly from home,29
E00056889,E00056889,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",24
E00056890,E00056890,-8,Does not apply,98
E00056890,E00056890,1,Less than 2km,9
E00056890,E00056890,2,2km to less than 5km,53
E00056890,E00056890,3,5km to less than 10km,23
E00056890,E00056890,4,10km to less than 20km,12
E00056890,E00056890,5,20km to less than 30km,5
E00056890,E00056890,6,30km to less than 40km,1
E00056890,E00056890,7,40km to less than 60km,0
E00056890,E00056890,8,60km and over,2
E00056890,E00056890,9,Works mainly from home,64
E00056890,E00056890,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",19
E00056891,E00056891,-8,Does not apply,131
E00056891,E00056891,1,Less than 2km,12
E00056891,E00056891,2,2km to less than 5km,15
E00056891,E00056891,3,5km to less than 10km,5
E00056891,E00056891,4,10km to less than 20km,2
E00056891,E00056891,5,20km to less than 30km,2
E00056891,E00056891,6,30km to less than 40km,0
E00056891,E00056891,7,40km to less than 60km,1
E00056891,E00056891,8,60km and over,1
E00056891,E00056891,9,Works mainly from home,10
E00056891,E00056891,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",17
E00056892,E00056892,-8,Does not apply,177
E00056892,E00056892,1,Less than 2km,21
E00056892,E00056892,2,2km to less than 5km,25
E00056892,E00056892,3,5km to less than 10km,11
E00056892,E00056892,4,10km to less than 20km,5
E00056892,E00056892,5,20km to less than 30km,4
E00056892,E00056892,6,30km to less than 40km,3
E00056892,E00056892,7,40km to less than 60km,0
E00056892,E00056892,8,60km and over,2
E00056892,E00056892,9,Works mainly from home,22
E00056892,E00056892,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",23
E00056893,E00056893,-8,Does not apply,173
E00056893,E00056893,1,Less than 2km,18
E00056893,E00056893,2,2km to less than 5km,63
E00056893,E00056893,3,5km to less than 10km,22
E00056893,E00056893,4,10km to less than 20km,6
E00056893,E00056893,5,20km to less than 30km,3
E00056893,E00056893,6,30km to less than 40km,0
E00056893,E00056893,7,40km to less than 60km,2
E00056893,E00056893,8,60km and over,2
E00056893,E00056893,9,Works mainly from home,67
E00056893,E00056893,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",18
E00056894,E00056894,-8,Does not apply,229
E00056894,E00056894,1,Less than 2km,27
E00056894,E00056894,2,2km to less than 5km,55
E00056894,E00056894,3,5km to less than 10km,42
E00056894,E00056894,4,10km to less than 20km,13
E00056894,E00056894,5,20km to less than 30km,6
E00056894,E00056894,6,30km to less than 40km,0
E00056894,E00056894,7,40km to less than 60km,0
E00056894,E00056894,8,60km and over,2
E00056894,E00056894,9,Works mainly from home,33
E00056894,E00056894,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",23
E00056895,E00056895,-8,Does not apply,141
E00056895,E00056895,1,Less than 2km,16
E00056895,E00056895,2,2km to less than 5km,33
E00056895,E00056895,3,5km to less than 10km,14
E00056895,E00056895,4,10km to less than 20km,7
E00056895,E00056895,5,20km to less than 30km,1
E00056895,E00056895,6,30km to less than 40km,0
E00056895,E00056895,7,40km to less than 60km,1
E00056895,E00056895,8,60km and over,0
E00056895,E00056895,9,Works mainly from home,33
E00056895,E00056895,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",9
E00056897,E00056897,-8,Does not apply,164
E00056897,E00056897,1,Less than 2km,17
E00056897,E00056897,2,2km to less than 5km,35
E00056897,E00056897,3,5km to less than 10km,10
E00056897,E00056897,4,10km to less than 20km,2
E00056897,E00056897,5,20km to less than 30km,10
E00056897,E00056897,6,30km to less than 40km,1
E00056897,E00056897,7,40km to less than 60km,0
E00056897,E00056897,8,60km and over,1
E00056897,E00056897,9,Works mainly from home,15
E00056897,E00056897,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",16
E00056898,E00056898,-8,Does not apply,261
E00056898,E00056898,1,Less than 2km,19
E00056898,E00056898,2,2km to less than 5km,24
E00056898,E00056898,3,5km to less than 10km,30
E00056898,E00056898,4,10km to less than 20km,4
E00056898,E00056898,5,20km to less than 30km,4
E00056898,E00056898,6,30km to less than 40km,0
E00056898,E00056898,7,40km to less than 60km,1
E00056898,E00056898,8,60km and over,3
E00056898,E00056898,9,Works mainly from home,25
E00056898,E00056898,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",30
E00056899,E00056899,-8,Does not apply,167
E00056899,E00056899,1,Less than 2km,37
E00056899,E00056899,2,2km to less than 5km,44
E00056899,E00056899,3,5km to less than 10km,24
E00056899,E00056899,4,10km to less than 20km,13
E00056899,E00056899,5,20km to less than 30km,3
E00056899,E00056899,6,30km to less than 40km,1
E00056899,E00056899,7,40km to less than 60km,0
E00056899,E00056899,8,60km and over,0
E00056899,E00056899,9,Works mainly from home,40
E00056899,E00056899,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",19
E00056900,E00056900,-8,Does not apply,119
E00056900,E00056900,1,Less than 2km,9
E00056900,E00056900,2,2km to less than 5km,20
E00056900,E00056900,3,5km to less than 10km,8
E00056900,E00056900,4,10km to less than 20km,3
E00056900,E00056900,5,20km to less than 30km,21
E00056900,E00056900,6,30km to less than 40km,11
E00056900,E00056900,7,40km to less than 60km,1
E00056900,E00056900,8,60km and over,1
E00056900,E00056900,9,Works mainly from home,35
E00056900,E00056900,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",10
E00056901,E00056901,-8,Does not apply,168
E00056901,E00056901,1,Less than 2km,11
E00056901,E00056901,2,2km to less than 5km,26
E00056901,E00056901,3,5km to less than 10km,9
E00056901,E00056901,4,10km to less than 20km,3
E00056901,E00056901,5,20km to less than 30km,11
E00056901,E00056901,6,30km to less than 40km,2
E00056901,E00056901,7,40km to less than 60km,0
E00056901,E00056901,8,60km and over,0
E00056901,E00056901,9,Works mainly from home,14
E00056901,E00056901,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",6
E00056902,E00056902,-8,Does not apply,252
E00056902,E00056902,1,Less than 2km,41
E00056902,E00056902,2,2km to less than 5km,36
E00056902,E00056902,3,5km to less than 10km,16
E00056902,E00056902,4,10km to less than 20km,9
E00056902,E00056902,5,20km to less than 30km,2
E00056902,E00056902,6,30km to less than 40km,1
E00056902,E00056902,7,40km to less than 60km,0
E00056902,E00056902,8,60km and over,1
E00056902,E00056902,9,Works mainly from home,36
E00056902,E00056902,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",19
E00056903,E00056903,-8,Does not apply,272
E00056903,E00056903,1,Less than 2km,21
E00056903,E00056903,2,2km to less than 5km,67
E00056903,E00056903,3,5km to less than 10km,20
E00056903,E00056903,4,10km to less than 20km,12
E00056903,E00056903,5,20km to less than 30km,2
E00056903,E00056903,6,30km to less than 40km,0
E00056903,E00056903,7,40km to less than 60km,2
E00056903,E00056903,8,60km and over,3
E00056903,E00056903,9,Works mainly from home,38
E00056903,E00056903,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",37
E00056904,E00056904,-8,Does not apply,172
E00056904,E00056904,1,Less than 2km,3
E00056904,E00056904,2,2km to less than 5km,39
E00056904,E00056904,3,5km to less than 10km,19
E00056904,E00056904,4,10km to less than 20km,8
E00056904,E00056904,5,20km to less than 30km,4
E00056904,E00056904,6,30km to less than 40km,1
E00056904,E00056904,7,40km to less than 60km,0
E00056904,E00056904,8,60km and over,0
E00056904,E00056904,9,Works mainly from home,77
E00056904,E00056904,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",8
E00056905,E00056905,-8,Does not apply,153
E00056905,E00056905,1,Less than 2km,5
E00056905,E00056905,2,2km to less than 5km,23
E00056905,E00056905,3,5km to less than 10km,25
E00056905,E00056905,4,10km to less than 20km,6
E00056905,E00056905,5,20km to less than 30km,3
E00056905,E00056905,6,30km to less than 40km,0
E00056905,E00056905,7,40km to less than 60km,1
E00056905,E00056905,8,60km and over,0
E00056905,E00056905,9,Works mainly from home,65
E00056905,E00056905,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",13
E00056906,E00056906,-8,Does not apply,233
E00056906,E00056906,1,Less than 2km,19
E00056906,E00056906,2,2km to less than 5km,31
E00056906,E00056906,3,5km to less than 10km,21
E00056906,E00056906,4,10km to less than 20km,6
E00056906,E00056906,5,20km to less than 30km,0
E00056906,E00056906,6,30km to less than 40km,1
E00056906,E00056906,7,40km to less than 60km,0
E00056906,E00056906,8,60km and over,3
E00056906,E00056906,9,Works mainly from home,11
E00056906,E00056906,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",20
E00056907,E00056907,-8,Does not apply,186
E00056907,E00056907,1,Less than 2km,6
E00056907,E00056907,2,2km to less than 5km,21
E00056907,E00056907,3,5km to less than 10km,18
E00056907,E00056907,4,10km to less than 20km,3
E00056907,E00056907,5,20km to less than 30km,3
E00056907,E00056907,6,30km to less than 40km,0
