Output Areas Code,Output Areas,Distance travelled to work (11 categories) Code,Distance travelled to work (11 categories),Observation
E00169576,E00169576,-8,Does not apply,57
E00169576,E00169576,1,Less than 2km,9
E00169576,E00169576,2,2km to less than 5km,8
E00169576,E00169576,3,5km to less than 10km,26
E00169576,E00169576,4,10km to less than 20km,10
E00169576,E00169576,5,20km to less than 30km,2
E00169576,E00169576,6,30km to less than 40km,0
E00169576,E00169576,7,40km to less than 60km,0
E00169576,E00169576,8,60km and over,0
E00169576,E00169576,9,Works mainly from home,71
E00169576,E00169576,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",14
E00169578,E00169578,-8,Does not apply,79
E00169578,E00169578,1,Less than 2km,7
E00169578,E00169578,2,2km to less than 5km,10
E00169578,E00169578,3,5km to less than 10km,38
E00169578,E00169578,4,10km to less than 20km,13
E00169578,E00169578,5,20km to less than 30km,1
E00169578,E00169578,6,30km to less than 40km,0
E00169578,E00169578,7,40km to less than 60km,3
E00169578,E00169578,8,60km and over,1
E00169578,E00169578,9,Works mainly from home,67
E00169578,E00169578,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",13
E00169579,E00169579,-8,Does not apply,150
E00169579,E00169579,1,Less than 2km,0
E00169579,E00169579,2,2km to less than 5km,7
E00169579,E00169579,3,5km to less than 10km,17
E00169579,E00169579,4,10km to less than 20km,16
E00169579,E00169579,5,20km to less than 30km,2
E00169579,E00169579,6,30km to less than 40km,0
E00169579,E00169579,7,40km to less than 60km,0
E00169579,E00169579,8,60km and over,0
E00169579,E00169579,9,Works mainly from home,83
E00169579,E00169579,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",9
E00169581,E00169581,-8,Does not apply,132
E00169581,E00169581,1,Less than 2km,7
E00169581,E00169581,2,2km to less than 5km,29
E00169581,E00169581,3,5km to less than 10km,23
E00169581,E00169581,4,10km to less than 20km,20
E00169581,E00169581,5,20km to less than 30km,4
E00169581,E00169581,6,30km to less than 40km,1
E00169581,E00169581,7,40km to less than 60km,1
E00169581,E00169581,8,60km and over,1
E00169581,E00169581,9,Works mainly from home,99
E00169581,E00169581,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",8
E00169583,E00169583,-8,Does not apply,443
E00169583,E00169583,1,Less than 2km,5
E00169583,E00169583,2,2km to less than 5km,19
E00169583,E00169583,3,5km to less than 10km,24
E00169583,E00169583,4,10km to less than 20km,24
E00169583,E00169583,5,20km to less than 30km,2
E00169583,E00169583,6,30km to less than 40km,3
E00169583,E00169583,7,40km to less than 60km,2
E00169583,E00169583,8,60km and over,11
E00169583,E00169583,9,Works mainly from home,74
E00169583,E00169583,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",11
E00169584,E00169584,-8,Does not apply,83
E00169584,E00169584,1,Less than 2km,3
E00169584,E00169584,2,2km to less than 5km,27
E00169584,E00169584,3,5km to less than 10km,20
E00169584,E00169584,4,10km to less than 20km,16
E00169584,E00169584,5,20km to less than 30km,5
E00169584,E00169584,6,30km to less than 40km,1
E00169584,E00169584,7,40km to less than 60km,1
E00169584,E00169584,8,60km and over,0
E00169584,E00169584,9,Works mainly from home,74
E00169584,E00169584,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",10
E00169586,E00169586,-8,Does not apply,67
E00169586,E00169586,1,Less than 2km,4
E00169586,E00169586,2,2km to less than 5km,31
E00169586,E00169586,3,5km to less than 10km,31
E00169586,E00169586,4,10km to less than 20km,10
E00169586,E00169586,5,20km to less than 30km,3
E00169586,E00169586,6,30km to less than 40km,1
E00169586,E00169586,7,40km to less than 60km,3
E00169586,E00169586,8,60km and over,1
E00169586,E00169586,9,Works mainly from home,91
E00169586,E00169586,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",10
E00169587,E00169587,-8,Does not apply,208
E00169587,E00169587,1,Less than 2km,24
E00169587,E00169587,2,2km to less than 5km,41
E00169587,E00169587,3,5km to less than 10km,24
E00169587,E00169587,4,10km to less than 20km,14
E00169587,E00169587,5,20km to less than 30km,0
E00169587,E00169587,6,30km to less than 40km,0
E00169587,E00169587,7,40km to less than 60km,0
E00169587,E00169587,8,60km and over,1
E00169587,E00169587,9,Works mainly from home,27
E00169587,E00169587,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",17
E00169589,E00169589,-8,Does not apply,167
E00169589,E00169589,1,Less than 2km,2
E00169589,E00169589,2,2km to less than 5km,6
E00169589,E00169589,3,5km to less than 10km,25
E00169589,E00169589,4,10km to less than 20km,10
E00169589,E00169589,5,20km to less than 30km,0
E00169589,E00169589,6,30km to less than 40km,0
E00169589,E00169589,7,40km to less than 60km,0
E00169589,E00169589,8,60km and over,0
E00169589,E00169589,9,Works mainly from home,38
E00169589,E00169589,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",9
E00169590,E00169590,-8,Does not apply,121
E00169590,E00169590,1,Less than 2km,7
E00169590,E00169590,2,2km to less than 5km,27
E00169590,E00169590,3,5km to less than 10km,20
E00169590,E00169590,4,10km to less than 20km,17
E00169590,E00169590,5,20km to less than 30km,0
E00169590,E00169590,6,30km to less than 40km,4
E00169590,E00169590,7,40km to less than 60km,1
E00169590,E00169590,8,60km and over,4
E00169590,E00169590,9,Works mainly from home,82
E00169590,E00169590,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",17
E00169592,E00169592,-8,Does not apply,123
E00169592,E00169592,1,Less than 2km,7
E00169592,E00169592,2,2km to less than 5km,20
E00169592,E00169592,3,5km to less than 10km,12
E00169592,E00169592,4,10km to less than 20km,13
E00169592,E00169592,5,20km to less than 30km,2
E00169592,E00169592,6,30km to less than 40km,1
E00169592,E00169592,7,40km to less than 60km,2
E00169592,E00169592,8,60km and over,0
E00169592,E00169592,9,Works mainly from home,80
E00169592,E00169592,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",7
E00169593,E00169593,-8,Does not apply,98
E00169593,E00169593,1,Less than 2km,4
E00169593,E00169593,2,2km to less than 5km,25
E00169593,E00169593,3,5km to less than 10km,11
E00169593,E00169593,4,10km to less than 20km,11
E00169593,E00169593,5,20km to less than 30km,5
E00169593,E00169593,6,30km to less than 40km,3
E00169593,E00169593,7,40km to less than 60km,1
E00169593,E00169593,8,60km and over,1
E00169593,E00169593,9,Works mainly from home,67
E00169593,E00169593,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",9
E00169595,E00169595,-8,Does not apply,48
E00169595,E00169595,1,Less than 2km,8
E00169595,E00169595,2,2km to less than 5km,15
E00169595,E00169595,3,5km to less than 10km,47
E00169595,E00169595,4,10km to less than 20km,20
E00169595,E00169595,5,20km to less than 30km,6
E00169595,E00169595,6,30km to less than 40km,3
E00169595,E00169595,7,40km to less than 60km,0
E00169595,E00169595,8,60km and over,1
E00169595,E00169595,9,Works mainly from home,92
E00169595,E00169595,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",13
E00169597,E00169597,-8,Does not apply,399
E00169597,E00169597,1,Less than 2km,4
E00169597,E00169597,2,2km to less than 5km,19
E00169597,E00169597,3,5km to less than 10km,17
E00169597,E00169597,4,10km to less than 20km,14
E00169597,E00169597,5,20km to less than 30km,3
E00169597,E00169597,6,30km to less than 40km,6
E00169597,E00169597,7,40km to less than 60km,6
E00169597,E00169597,8,60km and over,8
E00169597,E00169597,9,Works mainly from home,55
E00169597,E00169597,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",5
E00169598,E00169598,-8,Does not apply,123
E00169598,E00169598,1,Less than 2km,11
E00169598,E00169598,2,2km to less than 5km,12
E00169598,E00169598,3,5km to less than 10km,1
E00169598,E00169598,4,10km to less than 20km,1
E00169598,E00169598,5,20km to less than 30km,0
E00169598,E00169598,6,30km to less than 40km,0
E00169598,E00169598,7,40km to less than 60km,0
E00169598,E00169598,8,60km and over,1
E00169598,E00169598,9,Works mainly from home,19
E00169598,E00169598,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",13
E00169606,E00169606,-8,Does not apply,71
E00169606,E00169606,1,Less than 2km,3
E00169606,E00169606,2,2km to less than 5km,21
E00169606,E00169606,3,5km to less than 10km,7
E00169606,E00169606,4,10km to less than 20km,7
E00169606,E00169606,5,20km to less than 30km,0
E00169606,E00169606,6,30km to less than 40km,1
E00169606,E00169606,7,40km to less than 60km,1
E00169606,E00169606,8,60km and over,3
E00169606,E00169606,9,Works mainly from home,34
E00169606,E00169606,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",6
E00169607,E00169607,-8,Does not apply,233
E00169607,E00169607,1,Less than 2km,10
E00169607,E00169607,2,2km to less than 5km,42
E00169607,E00169607,3,5km to less than 10km,26
E00169607,E00169607,4,10km to less than 20km,10
E00169607,E00169607,5,20km to less than 30km,5
E00169607,E00169607,6,30km to less than 40km,1
E00169607,E00169607,7,40km to less than 60km,2
E00169607,E00169607,8,60km and over,2
E00169607,E00169607,9,Works mainly from home,65
E00169607,E00169607,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",18
E00169609,E00169609,-8,Does not apply,1017
E00169609,E00169609,1,Less than 2km,13
E00169609,E00169609,2,2km to less than 5km,24
E00169609,E00169609,3,5km to less than 10km,8
E00169609,E00169609,4,10km to less than 20km,3
E00169609,E00169609,5,20km to less than 30km,1
E00169609,E00169609,6,30km to less than 40km,1
E00169609,E00169609,7,40km to less than 60km,3
E00169609,E00169609,8,60km and over,22
E00169609,E00169609,9,Works mainly from home,65
E00169609,E00169609,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",16
E00169611,E00169611,-8,Does not apply,116
E00169611,E00169611,1,Less than 2km,18
E00169611,E00169611,2,2km to less than 5km,29
E00169611,E00169611,3,5km to less than 10km,10
E00169611,E00169611,4,10km to less than 20km,5
E00169611,E00169611,5,20km to less than 30km,2
E00169611,E00169611,6,30km to less than 40km,1
E00169611,E00169611,7,40km to less than 60km,2
E00169611,E00169611,8,60km and over,5
E00169611,E00169611,9,Works mainly from home,60
E00169611,E00169611,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",6
E00169612,E00169612,-8,Does not apply,359
E00169612,E00169612,1,Less than 2km,10
E00169612,E00169612,2,2km to less than 5km,23
E00169612,E00169612,3,5km to less than 10km,7
E00169612,E00169612,4,10km to less than 20km,5
E00169612,E00169612,5,20km to less than 30km,3
E00169612,E00169612,6,30km to less than 40km,2
E00169612,E00169612,7,40km to less than 60km,1
E00169612,E00169612,8,60km and over,4
E00169612,E00169612,9,Works mainly from home,41
E00169612,E00169612,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",10
E00169617,E00169617,-8,Does not apply,244
E00169617,E00169617,1,Less than 2km,13
E00169617,E00169617,2,2km to less than 5km,22
E00169617,E00169617,3,5km to less than 10km,12
E00169617,E00169617,4,10km to less than 20km,7
E00169617,E00169617,5,20km to less than 30km,1
E00169617,E00169617,6,30km to less than 40km,2
E00169617,E00169617,7,40km to less than 60km,0
E00169617,E00169617,8,60km and over,4
E00169617,E00169617,9,Works mainly from home,49
E00169617,E00169617,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",19
E00169618,E00169618,-8,Does not apply,86
E00169618,E00169618,1,Less than 2km,13
E00169618,E00169618,2,2km to less than 5km,37
E00169618,E00169618,3,5km to less than 10km,8
E00169618,E00169618,4,10km to less than 20km,11
E00169618,E00169618,5,20km to less than 30km,0
E00169618,E00169618,6,30km to less than 40km,2
E00169618,E00169618,7,40km to less than 60km,0
E00169618,E00169618,8,60km and over,0
E00169618,E00169618,9,Works mainly from home,61
E00169618,E00169618,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",9
E00169620,E00169620,-8,Does not apply,315
E00169620,E00169620,1,Less than 2km,33
E00169620,E00169620,2,2km to less than 5km,18
E00169620,E00169620,3,5km to less than 10km,8
E00169620,E00169620,4,10km to less than 20km,4
E00169620,E00169620,5,20km to less than 30km,2
E00169620,E00169620,6,30km to less than 40km,2
E00169620,E00169620,7,40km to less than 60km,2
E00169620,E00169620,8,60km and over,2
E00169620,E00169620,9,Works mainly from home,27
E00169620,E00169620,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",28
E00169621,E00169621,-8,Does not apply,452
E00169621,E00169621,1,Less than 2km,48
E00169621,E00169621,2,2km to less than 5km,20
E00169621,E00169621,3,5km to less than 10km,10
E00169621,E00169621,4,10km to less than 20km,13
E00169621,E00169621,5,20km to less than 30km,1
E00169621,E00169621,6,30km to less than 40km,3
E00169621,E00169621,7,40km to less than 60km,1
E00169621,E00169621,8,60km and over,2
E00169621,E00169621,9,Works mainly from home,23
E00169621,E00169621,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",41
E00169625,E00169625,-8,Does not apply,196
E00169625,E00169625,1,Less than 2km,28
E00169625,E00169625,2,2km to less than 5km,8
E00169625,E00169625,3,5km to less than 10km,6
E00169625,E00169625,4,10km to less than 20km,4
E00169625,E00169625,5,20km to less than 30km,1
E00169625,E00169625,6,30km to less than 40km,0
E00169625,E00169625,7,40km to less than 60km,0
E00169625,E00169625,8,60km and over,9
E00169625,E00169625,9,Works mainly from home,18
E00169625,E00169625,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",9
E00169626,E00169626,-8,Does not apply,255
E00169626,E00169626,1,Less than 2km,32
E00169626,E00169626,2,2km to less than 5km,14
E00169626,E00169626,3,5km to less than 10km,16
E00169626,E00169626,4,10km to less than 20km,8
E00169626,E00169626,5,20km to less than 30km,5
E00169626,E00169626,6,30km to less than 40km,0
E00169626,E00169626,7,40km to less than 60km,0
E00169626,E00169626,8,60km and over,1
E00169626,E00169626,9,Works mainly from home,93
E00169626,E00169626,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",7
E00169629,E00169629,-8,Does not apply,131
E00169629,E00169629,1,Less than 2km,58
E00169629,E00169629,2,2km to less than 5km,28
E00169629,E00169629,3,5km to less than 10km,8
E00169629,E00169629,4,10km to less than 20km,6
E00169629,E00169629,5,20km to less than 30km,4
E00169629,E00169629,6,30km to less than 40km,2
E00169629,E00169629,7,40km to less than 60km,3
E00169629,E00169629,8,60km and over,3
E00169629,E00169629,9,Works mainly from home,69
E00169629,E00169629,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",11
E00169738,E00169738,-8,Does not apply,174
E00169738,E00169738,1,Less than 2km,29
E00169738,E00169738,2,2km to less than 5km,42
E00169738,E00169738,3,5km to less than 10km,8
E00169738,E00169738,4,10km to less than 20km,17
E00169738,E00169738,5,20km to less than 30km,3
E00169738,E00169738,6,30km to less than 40km,2
E00169738,E00169738,7,40km to less than 60km,0
E00169738,E00169738,8,60km and over,4
E00169738,E00169738,9,Works mainly from home,15
E00169738,E00169738,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",20
E00169739,E00169739,-8,Does not apply,345
E00169739,E00169739,1,Less than 2km,32
E00169739,E00169739,2,2km to less than 5km,26
E00169739,E00169739,3,5km to less than 10km,14
E00169739,E00169739,4,10km to less than 20km,8
E00169739,E00169739,5,20km to less than 30km,2
E00169739,E00169739,6,30km to less than 40km,1
E00169739,E00169739,7,40km to less than 60km,0
E00169739,E00169739,8,60km and over,6
E00169739,E00169739,9,Works mainly from home,33
E00169739,E00169739,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",39
E00169740,E00169740,-8,Does not apply,230
E00169740,E00169740,1,Less than 2km,21
E00169740,E00169740,2,2km to less than 5km,22
E00169740,E00169740,3,5km to less than 10km,21
E00169740,E00169740,4,10km to less than 20km,10
E00169740,E00169740,5,20km to less than 30km,2
E00169740,E00169740,6,30km to less than 40km,3
E00169740,E00169740,7,40km to less than 60km,1
E00169740,E00169740,8,60km and over,2
E00169740,E00169740,9,Works mainly from home,16
E00169740,E00169740,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",20
E00169741,E00169741,-8,Does not apply,243
E00169741,E00169741,1,Less than 2km,23
E00169741,E00169741,2,2km to less than 5km,21
E00169741,E00169741,3,5km to less than 10km,5
E00169741,E00169741,4,10km to less than 20km,8
E00169741,E00169741,5,20km to less than 30km,0
E00169741,E00169741,6,30km to less than 40km,2
E00169741,E00169741,7,40km to less than 60km,0
E00169741,E00169741,8,60km and over,1
E00169741,E00169741,9,Works mainly from home,17
E00169741,E00169741,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",21
E00169742,E00169742,-8,Does not apply,164
E00169742,E00169742,1,Less than 2km,30
E00169742,E00169742,2,2km to less than 5km,14
E00169742,E00169742,3,5km to less than 10km,4
E00169742,E00169742,4,10km to less than 20km,4
E00169742,E00169742,5,20km to less than 30km,2
E00169742,E00169742,6,30km to less than 40km,0
E00169742,E00169742,7,40km to less than 60km,1
E00169742,E00169742,8,60km and over,1
E00169742,E00169742,9,Works mainly from home,23
E00169742,E00169742,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",11
E00169744,E00169744,-8,Does not apply,147
E00169744,E00169744,1,Less than 2km,15
E00169744,E00169744,2,2km to less than 5km,32
E00169744,E00169744,3,5km to less than 10km,5
E00169744,E00169744,4,10km to less than 20km,14
E00169744,E00169744,5,20km to less than 30km,2
E00169744,E00169744,6,30km to less than 40km,0
E00169744,E00169744,7,40km to less than 60km,2
E00169744,E00169744,8,60km and over,0
E00169744,E00169744,9,Works mainly from home,32
E00169744,E00169744,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",17
E00169745,E00169745,-8,Does not apply,183
E00169745,E00169745,1,Less than 2km,11
E00169745,E00169745,2,2km to less than 5km,18
E00169745,E00169745,3,5km to less than 10km,13
E00169745,E00169745,4,10km to less than 20km,3
E00169745,E00169745,5,20km to less than 30km,2
E00169745,E00169745,6,30km to less than 40km,0
E00169745,E00169745,7,40km to less than 60km,0
E00169745,E00169745,8,60km and over,1
E00169745,E00169745,9,Works mainly from home,27
E00169745,E00169745,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",15
E00169746,E00169746,-8,Does not apply,647
E00169746,E00169746,1,Less than 2km,19
E00169746,E00169746,2,2km to less than 5km,4
E00169746,E00169746,3,5km to less than 10km,4
E00169746,E00169746,4,10km to less than 20km,8
E00169746,E00169746,5,20km to less than 30km,4
E00169746,E00169746,6,30km to less than 40km,0
E00169746,E00169746,7,40km to less than 60km,1
E00169746,E00169746,8,60km and over,16
E00169746,E00169746,9,Works mainly from home,26
E00169746,E00169746,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",10
E00169747,E00169747,-8,Does not apply,83
E00169747,E00169747,1,Less than 2km,9
E00169747,E00169747,2,2km to less than 5km,9
E00169747,E00169747,3,5km to less than 10km,2
E00169747,E00169747,4,10km to less than 20km,2
E00169747,E00169747,5,20km to less than 30km,2
E00169747,E00169747,6,30km to less than 40km,0
E00169747,E00169747,7,40km to less than 60km,1
E00169747,E00169747,8,60km and over,1
E00169747,E00169747,9,Works mainly from home,12
E00169747,E00169747,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",1
E00169748,E00169748,-8,Does not apply,833
E00169748,E00169748,1,Less than 2km,20
E00169748,E00169748,2,2km to less than 5km,25
E00169748,E00169748,3,5km to less than 10km,19
E00169748,E00169748,4,10km to less than 20km,5
E00169748,E00169748,5,20km to less than 30km,3
E00169748,E00169748,6,30km to less than 40km,1
E00169748,E00169748,7,40km to less than 60km,1
E00169748,E00169748,8,60km and over,26
E00169748,E00169748,9,Works mainly from home,70
E00169748,E00169748,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",10
E00169749,E00169749,-8,Does not apply,154
E00169749,E00169749,1,Less than 2km,17
E00169749,E00169749,2,2km to less than 5km,20
E00169749,E00169749,3,5km to less than 10km,35
E00169749,E00169749,4,10km to less than 20km,11
E00169749,E00169749,5,20km to less than 30km,4
E00169749,E00169749,6,30km to less than 40km,1
E00169749,E00169749,7,40km to less than 60km,1
E00169749,E00169749,8,60km and over,1
E00169749,E00169749,9,Works mainly from home,30
E00169749,E00169749,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",21
E00169750,E00169750,-8,Does not apply,112
E00169750,E00169750,1,Less than 2km,9
E00169750,E00169750,2,2km to less than 5km,17
E00169750,E00169750,3,5km to less than 10km,42
E00169750,E00169750,4,10km to less than 20km,12
E00169750,E00169750,5,20km to less than 30km,3
E00169750,E00169750,6,30km to less than 40km,0
E00169750,E00169750,7,40km to less than 60km,0
E00169750,E00169750,8,60km and over,0
E00169750,E00169750,9,Works mainly from home,69
E00169750,E00169750,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",19
E00169751,E00169751,-8,Does not apply,141
E00169751,E00169751,1,Less than 2km,20
E00169751,E00169751,2,2km to less than 5km,22
E00169751,E00169751,3,5km to less than 10km,9
E00169751,E00169751,4,10km to less than 20km,5
E00169751,E00169751,5,20km to less than 30km,6
E00169751,E00169751,6,30km to less than 40km,0
E00169751,E00169751,7,40km to less than 60km,0
E00169751,E00169751,8,60km and over,2
E00169751,E00169751,9,Works mainly from home,24
E00169751,E00169751,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",24
E00169752,E00169752,-8,Does not apply,84
E00169752,E00169752,1,Less than 2km,10
E00169752,E00169752,2,2km to less than 5km,17
E00169752,E00169752,3,5km to less than 10km,1
E00169752,E00169752,4,10km to less than 20km,1
E00169752,E00169752,5,20km to less than 30km,4
E00169752,E00169752,6,30km to less than 40km,0
E00169752,E00169752,7,40km to less than 60km,1
E00169752,E00169752,8,60km and over,0
E00169752,E00169752,9,Works mainly from home,16
E00169752,E00169752,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",8
E00169753,E00169753,-8,Does not apply,207
E00169753,E00169753,1,Less than 2km,23
E00169753,E00169753,2,2km to less than 5km,52
E00169753,E00169753,3,5km to less than 10km,19
E00169753,E00169753,4,10km to less than 20km,5
E00169753,E00169753,5,20km to less than 30km,3
E00169753,E00169753,6,30km to less than 40km,0
E00169753,E00169753,7,40km to less than 60km,0
E00169753,E00169753,8,60km and over,3
E00169753,E00169753,9,Works mainly from home,51
E00169753,E00169753,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",37
E00169754,E00169754,-8,Does not apply,114
E00169754,E00169754,1,Less than 2km,16
E00169754,E00169754,2,2km to less than 5km,29
E00169754,E00169754,3,5km to less than 10km,20
E00169754,E00169754,4,10km to less than 20km,16
E00169754,E00169754,5,20km to less than 30km,3
E00169754,E00169754,6,30km to less than 40km,0
E00169754,E00169754,7,40km to less than 60km,0
E00169754,E00169754,8,60km and over,2
E00169754,E00169754,9,Works mainly from home,27
E00169754,E00169754,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",19
E00169755,E00169755,-8,Does not apply,278
E00169755,E00169755,1,Less than 2km,39
E00169755,E00169755,2,2km to less than 5km,72
E00169755,E00169755,3,5km to less than 10km,23
E00169755,E00169755,4,10km to less than 20km,23
E00169755,E00169755,5,20km to less than 30km,5
E00169755,E00169755,6,30km to less than 40km,5
E00169755,E00169755,7,40km to less than 60km,2
E00169755,E00169755,8,60km and over,4
E00169755,E00169755,9,Works mainly from home,49
E00169755,E00169755,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",27
E00169780,E00169780,-8,Does not apply,143
E00169780,E00169780,1,Less than 2km,35
E00169780,E00169780,2,2km to less than 5km,7
E00169780,E00169780,3,5km to less than 10km,1
E00169780,E00169780,4,10km to less than 20km,3
E00169780,E00169780,5,20km to less than 30km,2
E00169780,E00169780,6,30km to less than 40km,2
E00169780,E00169780,7,40km to less than 60km,0
E00169780,E00169780,8,60km and over,3
E00169780,E00169780,9,Works mainly from home,64
E00169780,E00169780,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",3
E00169783,E00169783,-8,Does not apply,104
E00169783,E00169783,1,Less than 2km,13
E00169783,E00169783,2,2km to less than 5km,1
E00169783,E00169783,3,5km to less than 10km,3
E00169783,E00169783,4,10km to less than 20km,4
E00169783,E00169783,5,20km to less than 30km,0
E00169783,E00169783,6,30km to less than 40km,2
E00169783,E00169783,7,40km to less than 60km,2
E00169783,E00169783,8,60km and over,2
E00169783,E00169783,9,Works mainly from home,29
E00169783,E00169783,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",7
E00169786,E00169786,-8,Does not apply,59
E00169786,E00169786,1,Less than 2km,45
E00169786,E00169786,2,2km to less than 5km,7
E00169786,E00169786,3,5km to less than 10km,4
E00169786,E00169786,4,10km to less than 20km,6
E00169786,E00169786,5,20km to less than 30km,2
E00169786,E00169786,6,30km to less than 40km,0
E00169786,E00169786,7,40km to less than 60km,0
E00169786,E00169786,8,60km and over,3
E00169786,E00169786,9,Works mainly from home,59
E00169786,E00169786,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",5
E00169788,E00169788,-8,Does not apply,230
E00169788,E00169788,1,Less than 2km,28
E00169788,E00169788,2,2km to less than 5km,11
E00169788,E00169788,3,5km to less than 10km,5
E00169788,E00169788,4,10km to less than 20km,3
E00169788,E00169788,5,20km to less than 30km,4
E00169788,E00169788,6,30km to less than 40km,1
E00169788,E00169788,7,40km to less than 60km,1
E00169788,E00169788,8,60km and over,7
E00169788,E00169788,9,Works mainly from home,77
E00169788,E00169788,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",6
E00169789,E00169789,-8,Does not apply,54
E00169789,E00169789,1,Less than 2km,55
E00169789,E00169789,2,2km to less than 5km,6
E00169789,E00169789,3,5km to less than 10km,6
E00169789,E00169789,4,10km to less than 20km,14
E00169789,E00169789,5,20km to less than 30km,7
E00169789,E00169789,6,30km to less than 40km,1
E00169789,E00169789,7,40km to less than 60km,0
E00169789,E00169789,8,60km and over,2
E00169789,E00169789,9,Works mainly from home,123
E00169789,E00169789,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",15
E00169792,E00169792,-8,Does not apply,109
E00169792,E00169792,1,Less than 2km,53
E00169792,E00169792,2,2km to less than 5km,17
E00169792,E00169792,3,5km to less than 10km,14
E00169792,E00169792,4,10km to less than 20km,10
E00169792,E00169792,5,20km to less than 30km,2
E00169792,E00169792,6,30km to less than 40km,1
E00169792,E00169792,7,40km to less than 60km,1
E00169792,E00169792,8,60km and over,3
E00169792,E00169792,9,Works mainly from home,95
E00169792,E00169792,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",10
E00169794,E00169794,-8,Does not apply,37
E00169794,E00169794,1,Less than 2km,37
E00169794,E00169794,2,2km to less than 5km,9
E00169794,E00169794,3,5km to less than 10km,4
E00169794,E00169794,4,10km to less than 20km,8
E00169794,E00169794,5,20km to less than 30km,2
E00169794,E00169794,6,30km to less than 40km,1
E00169794,E00169794,7,40km to less than 60km,1
E00169794,E00169794,8,60km and over,0
E00169794,E00169794,9,Works mainly from home,130
E00169794,E00169794,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",12
E00169796,E00169796,-8,Does not apply,44
E00169796,E00169796,1,Less than 2km,22
E00169796,E00169796,2,2km to less than 5km,11
E00169796,E00169796,3,5km to less than 10km,3
E00169796,E00169796,4,10km to less than 20km,7
E00169796,E00169796,5,20km to less than 30km,0
E00169796,E00169796,6,30km to less than 40km,0
E00169796,E00169796,7,40km to less than 60km,1
E00169796,E00169796,8,60km and over,2
E00169796,E00169796,9,Works mainly from home,56
E00169796,E00169796,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",7
E00169797,E00169797,-8,Does not apply,61
E00169797,E00169797,1,Less than 2km,21
E00169797,E00169797,2,2km to less than 5km,5
E00169797,E00169797,3,5km to less than 10km,1
E00169797,E00169797,4,10km to less than 20km,4
E00169797,E00169797,5,20km to less than 30km,2
E00169797,E00169797,6,30km to less than 40km,0
E00169797,E00169797,7,40km to less than 60km,0
E00169797,E00169797,8,60km and over,2
E00169797,E00169797,9,Works mainly from home,50
E00169797,E00169797,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",7
